0,-240e-3,0
0.0008,-240e-3,0
0.0016,-240e-3,0
0.0024,-240e-3,0
0.0032,-240e-3,0
0.004,-240e-3,0
0.0048,-240e-3,0
0.0056,-240e-3,0
0.0064,-240e-3,0
0.0072,-240e-3,0
0.008,-240e-3,0
0.0088,-200e-3,0
0.0096,-240e-3,0
0.0104,-240e-3,0
0.0112,-240e-3,0
0.012,-240e-3,0
0.0128,-240e-3,0
0.0136,-240e-3,0
0.0144,-240e-3,0
0.0152,-240e-3,-80e-3
0.016,-160e-3,-80e-3
0.0168,-200e-3,160e-3
0.0176,-240e-3,-40e-3
0.0184,-240e-3,-80e-3
0.0192,-240e-3,0
0.02,-240e-3,0
0.0208,-240e-3,0
0.0216,-240e-3,-40e-3
0.0224,-240e-3,0
0.0232,-240e-3,0
0.024,-240e-3,0
0.0248,-240e-3,0
0.0256,-240e-3,0
0.0264,-240e-3,0
0.0272,-240e-3,0
0.028,-240e-3,0
0.0288,-200e-3,0
0.0296,-240e-3,0
0.0304,-200e-3,0
0.0312,-240e-3,0
0.032,-240e-3,0
0.0328,-240e-3,0
0.0336,-240e-3,0
0.0344,-240e-3,0
0.0352,-240e-3,0
0.036,-240e-3,0
0.0368,-240e-3,0
0.0376,-240e-3,0
0.0384,-240e-3,0
0.0392,-240e-3,0
0.04,-240e-3,0
0.0408,-240e-3,0
0.0416,-240e-3,0
0.0424,-240e-3,0
0.0432,-240e-3,0
0.044,-240e-3,0
0.0448,-240e-3,0
0.0456,-240e-3,0
0.0464,-200e-3,0
0.0472,-240e-3,0
0.048,-240e-3,0
0.0488,-200e-3,0
0.0496,-200e-3,0
0.0504,-240e-3,0
0.0512,-240e-3,-40e-3
0.052,-240e-3,0
0.0528,-240e-3,0
0.0536,-200e-3,0
0.0544,-200e-3,0
0.0552,-200e-3,0
0.056,-240e-3,0
0.0568,-240e-3,0
0.0576,-240e-3,0
0.0584,-240e-3,0
0.0592,-240e-3,0
0.06,-240e-3,0
0.0608,-240e-3,0
0.0616,-200e-3,0
0.0624,-200e-3,0
0.0632,-240e-3,0
0.064,-240e-3,0
0.0648,-240e-3,0
0.0656,-240e-3,0
0.0664,-240e-3,0
0.0672,-240e-3,0
0.068,-240e-3,0
