0,-200e-3,-40e-3
8e-06,-240e-3,0
1.6e-05,-240e-3,0
2.4e-05,-200e-3,0
3.2e-05,-240e-3,0
4e-05,-200e-3,0
4.8e-05,-240e-3,0
5.6e-05,-240e-3,0
6.4e-05,-200e-3,0
7.2e-05,-200e-3,0
8e-05,-240e-3,0
8.8e-05,-240e-3,0
9.6e-05,-200e-3,0
0.000104,-200e-3,0
0.000112,-240e-3,-40e-3
0.00012,-240e-3,-40e-3
0.000128,-200e-3,0
0.000136,-200e-3,0
0.000144,-200e-3,0
0.000152,-200e-3,0
0.00016,-240e-3,0
0.000168,-240e-3,0
0.000176,-240e-3,0
0.000184,-240e-3,0
0.000192,-240e-3,0
0.0002,-240e-3,0
0.000208,-240e-3,0
0.000216,-200e-3,0
0.000224,-240e-3,0
0.000232,-240e-3,0
0.00024,-240e-3,0
0.000248,-240e-3,0
0.000256,-240e-3,0
0.000264,-240e-3,0
0.000272,-240e-3,0
0.00028,-240e-3,0
0.000288,-240e-3,0
0.000296,-240e-3,0
0.000304,-240e-3,0
0.000312,-240e-3,0
0.00032,-200e-3,0
0.000328,-240e-3,0
0.000336,-200e-3,0
0.000344,-240e-3,0
0.000352,-240e-3,0
0.00036,-240e-3,0
0.000368,-200e-3,0
0.000376,-240e-3,0
0.000384,-240e-3,0
0.000392,-240e-3,0
0.0004,-240e-3,0
0.000408,-240e-3,0
0.000416,-240e-3,0
0.000424,-240e-3,0
0.000432,-240e-3,0
0.00044,-240e-3,0
0.000448,-240e-3,0
0.000456,-200e-3,0
0.000464,-240e-3,0
0.000472,-240e-3,0
0.00048,-240e-3,0
0.000488,-240e-3,0
0.000496,-240e-3,0
0.000504,-240e-3,0
0.000512,-240e-3,0
0.00052,-240e-3,0
0.000528,-240e-3,0
0.000536,-200e-3,0
0.000544,-240e-3,0
0.000552,-200e-3,0
0.00056,-200e-3,0
0.000568,-240e-3,0
0.000576,-240e-3,0
0.000584,-240e-3,0
0.000592,-240e-3,0
0.0006,-240e-3,0
0.000608,-240e-3,0
0.000616,-240e-3,0
0.000624,-240e-3,0
0.000632,-240e-3,0
0.00064,-240e-3,0
0.000648,-200e-3,0
0.000656,-240e-3,0
0.000664,-200e-3,0
0.000672,-240e-3,0
0.00068,-240e-3,0
0.000688,-240e-3,0
0.000696,-200e-3,0
